CODICE_VIA;STATO;TIPO;DENOMINAZIONE;DATA_INTITOLAZIONE;ANNO_SOPPRESSIONE;DESCRITTIVO;ANNCSU;OPENSTREETMAP;PROGANNCSU;TOPONIMO_OSM;RATIO
6271;2;1;GRACCHI (DEI);0;0;DEI GRACCHI;DEI GRACCHI;DEI GRACCHI;;Via dei Gracchi;100
6272;2;2;BEZZI ERGISTO;0;0;ERGISTO BEZZI;ERGISTO BEZZI;ERGISTO BEZZI;;Viale Ergisto Bezzi;100
6273;2;1;MOGADISCIO;0;0;MOGADISCIO;MOGADISCIO;MOGADISCIO;;Via Mogadiscio;100
6274;2;1;MASSAUA;0;0;MASSAUA;MASSAUA;MASSAUA;;Via Massaua;100
6275;2;1;SACCO LUIGI;0;0;LUIGI SACCO;LUIGI SACCO;LUIGI SACCO;;Via Luigi Sacco;100
6276;2;3;DE ANGELI ERNESTO;0;0;ERNESTO DE ANGELI;ERNESTO DE ANGELI;ERNESTO DE ANGELI;;Piazza Ernesto De Angeli;100
6277;2;1;TRIVULZIO ANTONIO TOLOMEO;0;0;ANTONIO TOLOMEO TRIVULZIO;ANTONIO TOLOMEO TRIVULZIO;ANTONIO TOLOMEO TRIVULZIO;;Via Antonio Tolomeo Trivulzio;100
6278;2;1;SEPRIO;0;0;SEPRIO;SEPRIO;SEPRIO;;Via Seprio;100
6279;2;1;ASTI;0;0;ASTI;ASTI;ASTI;;Via privata Asti;85
6280;2;1;MARGHERA;0;0;MARGHERA;MARGHERA;MARGHERA;;Via Marghera;100
6281;2;1;CUNEO;0;0;CUNEO;CUNEO;CUNEO;;Via Cuneo;100
6282;2;1;SIRO (SAN);0;0;SAN SIRO;SAN SIRO;SAN SIRO;;Via San Siro;100
6283;2;1;SANZIO RAFFAELLO;0;0;RAFFAELLO SANZIO;RAFFAELLO SANZIO;RAFFAELLO SANZIO;;Via Raffaello Sanzio;100
6284;2;1;COLONNA VITTORIA;0;0;VITTORIA COLONNA;VITTORIA COLONNA;VITTORIA COLONNA;;Via Vittoria Colonna;100
6285;2;1;RAVIZZA CARLO;0;0;CARLO RAVIZZA;CARLO RAVIZZA;CARLO RAVIZZA;;Via Carlo Ravizza;100
6286;2;1;FARUFFINI FEDERICO;0;0;FEDERICO FARUFFINI;FEDERICO FARUFFINI;FEDERICO FARUFFINI;;Via Federico Faruffini;100
6287;2;1;CORREGGIO;0;0;CORREGGIO;CORREGGIO;CORREGGIO;;Via Correggio;100
6288;2;1;DELLEANI LORENZO;0;0;LORENZO DELLEANI;LORENZO DELLEANI;LORENZO DELLEANI;;Via Lorenzo Delleani;100
6289;2;1;MARIO ALBERTO;0;0;ALBERTO MARIO;ALBERTO MARIO;ALBERTO MARIO;;Via Alberto Mario;100
6290;2;1;BONZAGNI AROLDO;0;0;AROLDO BONZAGNI;AROLDO BONZAGNI;AROLDO BONZAGNI;;Via Aroldo Bonzagni;100
6291;2;1;CIMAROSA DOMENICO;0;0;DOMENICO CIMAROSA;DOMENICO CIMAROSA;DOMENICO CIMAROSA;;Via Domenico Cimarosa;100
6292;2;1;CONCONI LUIGI;0;0;LUIGI CONCONI;LUIGI CONCONI;LUIGI CONCONI;;Via Luigi Conconi;100
6293;2;1;DE CASTRO GIOVANNI;0;0;GIOVANNI DE CASTRO;GIOVANNI DE CASTRO;GIOVANNI DE CASTRO;;Via Giovanni de Castro;100
6294;2;1;DEL MAINO LUCHINO;0;0;LUCHINO DEL MAINO;LUCHINO DEL MAINO;LUCHINO DEL MAINO;;Via Luchino del Maino;100
6295;2;1;POMPONIO LETO;0;0;POMPONIO LETO;POMPONIO LETO;POMPONIO LETO;;Via privata Leto Pomponio;95
6296;2;1;MAURI ANGELO;0;0;ANGELO MAURI;ANGELO MAURI;ANGELO MAURI;;Via Angelo Mauri;100
6297;2;2;RANZONI DANIELE;0;0;DANIELE RANZONI;DANIELE RANZONI;DANIELE RANZONI;;Viale Daniele Ranzoni;100
6299;2;1;CASTROVILLARI;0;0;CASTROVILLARI;CASTROVILLARI;CASTROVILLARI;;Via Castrovillari;100
6300;2;1;NOALE;0;0;NOALE;NOALE;NOALE;;Via Noale;100
6301;2;1;SORA;0;0;SORA;SORA;SORA;;Via Sora;100
6302;2;1;CALDERA;0;0;CALDERA;CALDERA;CALDERA;;Via Caldera;100
6303;2;1;TAGGIA;0;0;TAGGIA;TAGGIA;TAGGIA;;Via Taggia;100
6304;2;1;MARCHESI POMPEO;0;0;POMPEO MARCHESI;POMPEO MARCHESI;POMPEO MARCHESI;;Via Pompeo Marchesi;100
6305;2;1;CACCIATORI BENEDETTO;0;0;BENEDETTO CACCIATORI;BENEDETTO CACCIATORI;BENEDETTO CACCIATORI;;Via Benedetto Cacciatori;100
6306;2;1;ZOIA (F.LLI);0;0;FRATELLI ZOIA;FRATELLI ZOIA;FRATELLI ZOIA;;Via Fratelli Zoia;100
6307;2;1;CANNIZZARO STANISLAO;0;0;STANISLAO CANNIZZARO;STANISLAO CANNIZZARO;STANISLAO CANNIZZARO;;Via Stanislao Cannizzaro;100
6308;2;1;ELENA (SANT');0;0;SANT'ELENA;SANT'ELENA;SANT'ELENA;;Piazza Sant'Elena;84
6309;2;1;BEZZOLA ANTONIO;0;0;ANTONIO BEZZOLA;ANTONIO BEZZOLA;ANTONIO BEZZOLA;;Via Antonio Bezzola;100
6310;2;1;ARCANGELI PACIFICO;0;0;PACIFICO ARCANGELI;PACIFICO ARCANGELI;PACIFICO ARCANGELI;;Via Pacifico Arcangeli;100
6311;2;1;BOZZI (F.LLI);0;0;FRATELLI BOZZI;FRATELLI BOZZI;FRATELLI BOZZI;;Via Fratelli Bozzi;100
6312;2;1;VISCONTI BERNABO';0;0;BERNABO' VISCONTI;BERNABO' VISCONTI;BERNABO' VISCONTI;;Via privata Bernabò Visconti;79
6313;2;1;QUARTO CAGNINO;0;0;QUARTO CAGNINO;QUARTO CAGNINO;QUARTO CAGNINO;;Via privata Quarto Cagnino;95
6314;2;1;POSTUMIA;0;0;POSTUMIA;POSTUMIA;POSTUMIA;;Via privata Postumia;85
6315;2;1;GIUSTO (SAN);0;0;SAN GIUSTO;SAN GIUSTO;SAN GIUSTO;;Via San Giusto;100
6316;2;1;HARAR;0;0;HARAR;HARAR;HARAR;;Via Harar;100
6317;2;3;AMBROSOLI GIORGIO;19911001;;GIORGIO AMBROSOLI;GIORGIO AMBROSOLI;GIORGIO AMBROSOLI;;Piazza Giorgio Ambrosoli;100
6318;2;1;ZURIGO;0;0;ZURIGO;ZURIGO;ZURIGO;;Via Zurigo;100
6319;2;1;STORO;0;0;STORO;STORO;STORO;;Via Storo;100
6320;2;1;DOMASO;0;0;DOMASO;DOMASO;DOMASO;;Via Domaso;100
6321;2;1;AURONZO;0;0;AURONZO;AURONZO;AURONZO;;Via Auronzo;100
6322;2;1;VARENNA;0;0;VARENNA;VARENNA;VARENNA;;Via Varenna;100
6323;2;1;MONTE BALDO;0;0;MONTE BALDO;MONTE BALDO;MONTE BALDO;;Via Monte Baldo;100
6324;2;1;VAL PELLICE;0;0;VAL PELLICE;VAL PELLICE;VAL PELLICE;;Via Val Pellice;100
6325;2;1;VAL PANTENA;0;0;VAL PANTENA;VAL PANTENA;VAL PANTENA;;Via Val Pantena;100
6326;2;1;PASSO TRE CROCI;0;0;PASSO TRE CROCI;PASSO TRE CROCI;PASSO TRE CROCI;;Via Passo Tre Croci;100
6327;2;1;ALBENGA;0;0;ALBENGA;ALBENGA;ALBENGA;;Via Albenga;100
6328;2;1;VAL POSCHIAVINA;0;0;VAL POSCHIAVINA;VAL POSCHIAVINA;VAL POSCHIAVINA;;Via Val Poschiavina;100
6329;2;1;POZZI ANTONIA;0;0;ANTONIA POZZI;ANTONIA POZZI;ANTONIA POZZI;;Via Antonia Pozzi;100
6330;2;1;AIRAGHI GAETANO;0;0;GAETANO AIRAGHI;GAETANO AIRAGHI;GAETANO AIRAGHI;;Via Gaetano Airaghi;100
6331;2;1;ARPINO;0;0;ARPINO;ARPINO;ARPINO;;Via privata Arpino;85
6332;2;3;MONTI GIOSIA;0;0;GIOSIA MONTI;GIOSIA MONTI;GIOSIA MONTI;;Piazza Giosia Monti;100
6333;2;1;QUINTO ROMANO;0;0;QUINTO ROMANO;QUINTO ROMANO;QUINTO ROMANO;;Via Quinto Romano;100
6334;2;1;BIANCARDI GIUSEPPE;0;0;GIUSEPPE BIANCARDI;GIUSEPPE BIANCARDI;GIUSEPPE BIANCARDI;;Via Giuseppe Biancardi;100
6335;2;1;FRUA GIUSEPPE;0;0;GIUSEPPE FRUA;GIUSEPPE FRUA;GIUSEPPE FRUA;;Via Giuseppe Frua;100
6336;2;1;MARTINITT (DEI);0;0;DEI MARTINITT;DEI MARTINITT;DEI MARTINITT;;Via privata dei Martinitt;95
6337;2;1;STELLINE (DELLE);0;0;DELLE STELLINE;DELLE STELLINE;DELLE STELLINE;;Via privata delle Stelline;95
6338;2;1;FARNESE;0;0;FARNESE;FARNESE;FARNESE;;Via Privata Farnese;85
6339;2;1;MARTINETTI PIERO;19700101;0;PIERO MARTINETTI;PIERO MARTINETTI;PIERO MARTINETTI;;Via privata Piero Martinetti;95
6340;2;1;BRANCA GIULIO;0;0;GIULIO BRANCA;GIULIO BRANCA;GIULIO BRANCA;;Via Privata Giulio Branca;95
6341;2;1;DEBUSSY CLAUDIO;19790209;;CLAUDIO DEBUSSY;CLAUDIO DEBUSSY;CLAUDE DEBUSSY;;Via Claude Debussy;92
6342;2;1;GIGNESE;0;0;GIGNESE;GIGNESE;GIGNESE;;Via Gignese;100
6343;2;4;GAVIRATE;0;0;GAVIRATE;GAVIRATE;GAVIRATE;;;100
6344;2;1;FONZASO;0;0;FONZASO;FONZASO;FONZASO;;Via Fonzaso;100
6345;2;1;VACANI CAMILLO;0;0;CAMILLO VACANI;CAMILLO VACANI;CAMILLO VACANI;;Via Camillo Vacani;100
6346;2;4;QUINTO ALPINI;0;0;QUINTO ALPINI;QUINTO ALPINI;QUINTO ALPINI;;Largo Quinto Alpini;100
6347;2;1;GRIZIOTTI GIACOMO;0;0;GIACOMO GRIZIOTTI;GIACOMO GRIZIOTTI;GIACOMO GRIZIOTTI;;Via Giacomo Griziotti;100
6348;2;1;PANZINI ALFREDO;0;0;ALFREDO PANZINI;ALFREDO PANZINI;ALFREDO PANZINI;;Via Alfredo Panzini;100
6349;2;1;DELLA ROBBIA LUCA;0;0;LUCA DELLA ROBBIA;LUCA DELLA ROBBIA;LUCA DELLA ROBBIA;;;100
6350;2;1;REVERE GIUSEPPE;0;0;GIUSEPPE REVERE;GIUSEPPE REVERE;GIUSEPPE REVERE;;Via Giuseppe Revere;100
6351;2;1;MACHIAVELLI NICCOLO';19000101;;NICCOLO' MACHIAVELLI;NICCOLO' MACHIAVELLI;NICCOLO' MACHIAVELLI;;Via Niccolò Machiavelli;96
6352;2;1;ROSSETTI GABRIELE;0;0;GABRIELE ROSSETTI;GABRIELE ROSSETTI;GABRIELE ROSSETTI;;Via Gabriele Rossetti;100
6353;2;1;LEONE XIII;0;0;LEONE TREDICESIMO;LEONE TREDICESIMO;LEONE TREDICESIMO;;Via Leone XIII;85
6354;2;1;NIEVO IPPOLITO;0;0;IPPOLITO NIEVO;IPPOLITO NIEVO;IPPOLITO NIEVO;;Via Ippolito Nievo;100
6355;2;1;PRAGA EMILIO E MARCO (DEI);0;0;EMILIO E MARCO PRAGA;EMILIO E MARCO PRAGA;EMILIO E MARCO PRAGA;;Via Emilio e Marco Praga;100
6356;2;2;DUILIO;0;0;DUILIO;DUILIO;DUILIO;;Viale Duilio;100
6357;2;2;BOEZIO SEVERINO;0;0;SEVERINO BOEZIO;SEVERINO BOEZIO;SEVERINO BOEZIO;;Viale Severino Boezio;100
6358;2;3;SEI FEBBRAIO;0;0;SEI FEBBRAIO;SEI FEBBRAIO;SEI FEBBRAIO;;Piazza Sei Febbraio;100
6359;2;2;CASSIODORO;0;0;CASSIODORO;CASSIODORO;CASSIODORO;;Viale Cassiodoro;100
6360;2;2;BELISARIO;0;0;BELISARIO;BELISARIO;BELISARIO;;Viale Belisario;100
6361;2;7;GIULIO CESARE;0;0;GIULIO CESARE;GIULIO CESARE;GIULIO CESARE;;Piazzale Giulio Cesare;100
6362;2;2;EZIO;0;0;EZIO;EZIO;EZIO;;Viale Ezio;100
6363;2;3;AMENDOLA GIOVANNI;0;0;GIOVANNI AMENDOLA;GIOVANNI AMENDOLA;GIOVANNI AMENDOLA;;Piazza Giovanni Amendola;100
6364;2;2;BERENGARIO;0;0;BERENGARIO;BERENGARIO;BERENGARIO;;Viale Berengario;100
6365;2;7;ARDUINO;0;0;ARDUINO;ARDUINO;ARDUINO;;Piazzale Arduino;100
6366;2;2;EGINARDO;0;0;EGINARDO;EGINARDO;EGINARDO;;Viale Eginardo;100
6367;2;1;FERRIERI ENZO;19920907;;ENZO FERRIERI;ENZO FERRIERI;ENZO FERRIERI;;Via Enzo Ferrieri;100
6368;2;1;BRIN BENEDETTO;0;0;BENEDETTO BRIN;BENEDETTO BRIN;BENEDETTO BRIN;;Via Benedetto Brin;100
6369;2;1;SPINOLA AMBROGIO;0;0;AMBROGIO SPINOLA;AMBROGIO SPINOLA;AMBROGIO SPINOLA;;Via Ambrogio Spinola;100
6370;2;1;VEGEZIO FLAVIO;0;0;FLAVIO VEGEZIO;FLAVIO VEGEZIO;FLAVIO VEGEZIO;;Via Flavio Vegezio;100
6371;2;1;CLAUDIANO;0;0;CLAUDIANO;CLAUDIANO;CLAUDIANO;;Via privata Claudiano;85
6372;2;1;VARRONE MARCO TERENZIO;0;0;MARCO TERENZIO VARRONE;MARCO TERENZIO VARRONE;MARCO TERENZIO VARRONE;;Via Marco Terenzio Varrone;100
6373;2;1;SENOFONTE;0;0;SENOFONTE;SENOFONTE;SENOFONTE;;Via Senofonte;100
6374;2;1;POMPEO;0;0;POMPEO;POMPEO;POMPEO;;Via Pompeo;100
6375;2;1;PLUTARCO;0;0;PLUTARCO;PLUTARCO;PLUTARCO;;Via Plutarco;100
6376;2;1;ESCHILO;0;0;ESCHILO;ESCHILO;ESCHILO;;Via Eschilo;100
6377;2;1;SOFOCLE;0;0;SOFOCLE;SOFOCLE;SOFOCLE;;Via Sofocle;100
6378;2;1;EURIPIDE;0;0;EURIPIDE;EURIPIDE;EURIPIDE;;Via Euripide;100
6379;2;1;VERONESE PAOLO;0;0;PAOLO VERONESE;PAOLO VERONESE;PAOLO VERONESE;;Via Paolo Veronese;100
6380;2;1;TIZIANO ;19700101;;TIZIANO;TIZIANO;TIZIANO;;Via Tiziano;100
6381;2;1;CREMONA TRANQUILLO;0;0;TRANQUILLO CREMONA;TRANQUILLO CREMONA;TRANQUILLO CREMONA;;Via Tranquillo Cremona;100
6382;2;1;TINTORETTO;0;0;TINTORETTO;TINTORETTO;TINTORETTO;;Via Tintoretto;100
6383;2;1;DOMENICHINO;0;0;DOMENICHINO;DOMENICHINO;DOMENICHINO;;Via Domenichino;100
6384;2;1;PREVIATI GAETANO;0;0;GAETANO PREVIATI;GAETANO PREVIATI;GAETANO PREVIATI;;Via Gaetano Previati;100
6385;2;1;BIANCHI MOSE';0;0;MOSE' BIANCHI;MOSE' BIANCHI;MOSE' BIANCHI;;Via Mosè Bianchi;94
6386;2;1;MORBELLI ANGELO;0;0;ANGELO MORBELLI;ANGELO MORBELLI;ANGELO MORBELLI;;Via Angelo Morbelli;100
6387;2;1;ALATRI;0;0;ALATRI;ALATRI;ALATRI;;Via Alatri;100
6388;2;1;MONTE ROSA;0;0;MONTE ROSA;MONTE ROSA;MONTE ROSA;;Via Monte Rosa;100
6389;2;1;CARCANO FILIPPO;0;0;FILIPPO CARCANO;FILIPPO CARCANO;FILIPPO CARCANO;;Via Filippo Carcano;100
6390;2;1;PAGLIANO ELEUTERIO;0;0;ELEUTERIO PAGLIANO;ELEUTERIO PAGLIANO;ELEUTERIO PAGLIANO;;Via Eleuterio Pagliano;100
6391;2;1;PELLIZZA GIUSEPPE DA VOLPEDO;0;0;GIUSEPPE PELLIZZA DA VOLPEDO;GIUSEPPE PELLIZZA DA VOLPEDO;GIUSEPPE PELLIZZA DA VOLPEDO;;Via Giuseppe Pellizza da Volpedo;100
6392;2;1;MONTE BIANCO;0;0;MONTE BIANCO;MONTE BIANCO;MONTE BIANCO;;Via Monte Bianco;100
6393;2;1;MONTE LEONE;0;0;MONTE LEONE;MONTE LEONE;MONTE LEONE;;Via Monte Leone;100
6394;2;1;MONTE CERVINO;0;0;MONTE CERVINO;MONTE CERVINO;MONTE CERVINO;;Via Monte Cervino;100
6395;2;1;DESIDERIO DA SETTIGNANO;0;0;DESIDERIO DA SETTIGNANO;DESIDERIO DA SETTIGNANO;DESIDERIO DA SETTIGNANO;;Via Desiderio da Settignano;100
6396;2;1;MONTE AMIATA;0;0;MONTE AMIATA;MONTE AMIATA;MONTE AMIATA;;Via Monte Amiata;100
6397;2;1;SEBASTIANO DEL PIOMBO;0;0;SEBASTIANO DEL PIOMBO;SEBASTIANO DEL PIOMBO;SEBASTIANO DEL PIOMBO;;Via Sebastiano del Piombo;100
6398;2;1;CARRACCI (DEI);0;0;DEI CARRACCI;DEI CARRACCI;DEI CARRACCI;;Via dei Carracci;100
6399;2;1;ALBANI FRANCESCO;0;0;FRANCESCO ALBANI;FRANCESCO ALBANI;FRANCESCO ALBANI;;Via Francesco Albani;100
6400;2;1;SILVA GUGLIELMO;0;0;GUGLIELMO SILVA;GUGLIELMO SILVA;GUGLIELMO SILVA;;Via Guglielmo Silva;100
6401;2;1;MADRUZZO CRISTOFORO;0;0;CRISTOFORO MADRUZZO;CRISTOFORO MADRUZZO;CRISTOFORO MADRUZZO;;Via Cristoforo Madruzzo;100
6402;2;1;GIOIA FLAVIO;0;0;FLAVIO GIOIA;FLAVIO GIOIA;FLAVIO GIOIA;;Via Flavio Gioia;100
6403;2;1;NOVEGNO;0;0;NOVEGNO;NOVEGNO;NOVEGNO;;Via Novegno;100
6404;2;1;ROTONDI GIOVANNI;0;0;GIOVANNI ROTONDI;GIOVANNI ROTONDI;GIOVANNI ROTONDI;;Via Giovanni Rotondi;100
6405;2;1;GALLI RICCARDO;0;0;RICCARDO GALLI;RICCARDO GALLI;RICCARDO GALLI;;Via privata Riccardo Galli;95
6406;2;1;NAVARRA BERNSTEIN MARTA;0;0;MARTA NAVARRA BERNSTEIN;MARTA NAVARRA BERNSTEIN;MARTA NAVARRA BERNSTEIN;;Via Marta Navarra Bernstein;100
6407;2;3;GIOVANNI XXIII;0;0;GIOVANNI VENTITREESIMO;GIOVANNI VENTITREESIMO;GIOVANNI VENTITREESIMO;;Piazza Giovanni XXIII;78
6408;2;1;BOINE GIOVANNI;0;0;GIOVANNI BOINE;GIOVANNI BOINE;GIOVANNI BOINE;;Via Giovanni Boine;100
6409;2;1;MALNATI LINDA;0;0;LINDA MALNATI;LINDA MALNATI;LINDA MALNATI;;Via privata Linda Malnati;95
6410;2;1;BARELLI ARMIDA;0;0;ARMIDA BARELLI;ARMIDA BARELLI;ARMIDA BARELLI;;Via privata Armida Barelli;95
6411;2;1;POLDI PEZZOLI GIAN GIACOMO;0;0;GIAN GIACOMO POLDI PEZZOLI;GIAN GIACOMO POLDI PEZZOLI;GIAN GIACOMO POLDI PEZZOLI;;Via Gian Giacomo Poldi Pezzoli;100
6412;2;1;MANCINI PASQUALE STANISLAO;0;0;PASQUALE STANISLAO MANCINI;PASQUALE STANISLAO MANCINI;PASQUALE STANISLAO MANCINI;;Via Pasquale Stanislao Mancini;100
6413;2;1;TICINO (DEL);0;0;DEL TICINO;DEL TICINO;DEL TICINO;;Via del Ticino;100
6414;2;1;DAL FABBRO CESARE;0;0;CESARE DAL FABBRO;CESARE DAL FABBRO;CESARE DAL FABBRO;;Via Cesare Dal Fabbro;100
6415;2;1;MAR NERO;0;0;MAR NERO;MAR NERO;MAR NERO;;Via Mar Nero;100
6416;2;1;MELLA (DEL);0;0;DEL MELLA;DEL MELLA;DEL MELLA;;Via del Mella;100
6417;2;1;CRIMEA;0;0;CRIMEA;CRIMEA;CRIMEA;;Via Crimea;100
6418;2;1;CIVIDALE DEL FRIULI;0;0;CIVIDALE DEL FRIULI;CIVIDALE DEL FRIULI;CIVIDALE DEL FRIULI;;Via Cividale del Friuli;100
6419;2;1;ACHILLE;0;0;ACHILLE;ACHILLE;ACHILLE;;Via Achille;100
6420;2;1;MASACCIO;0;0;MASACCIO;MASACCIO;MASACCIO;;Via Masaccio;100
6421;2;1;UCCELLO PAOLO;0;0;PAOLO UCCELLO;PAOLO UCCELLO;PAOLO UCCELLO;;Via Paolo Uccello;100
6422;2;2;VIGLIANI PAOLO ONORATO;0;0;PAOLO ONORATO VIGLIANI;PAOLO ONORATO VIGLIANI;PAOLO ONORATO VIGLIANI;;Viale Paolo Onorato Vigliani;100
6423;2;1;VENIERO SEBASTIANO;0;0;SEBASTIANO VENIERO;SEBASTIANO VENIERO;SEBASTIANO VENIERO;;Via Sebastiano Veniero;100
6424;2;1;MELORIA;0;0;MELORIA;MELORIA;MELORIA;;Via Meloria;100
6425;2;2;SCARAMPO LODOVICO;0;0;LODOVICO SCARAMPO;LODOVICO SCARAMPO;LODOVICO SCARAMPO;;Viale Lodovico Scarampo;100
6426;2;2;SERRA RENATO;0;0;RENATO SERRA;RENATO SERRA;RENATO SERRA;;Viale Renato Serra;100
6427;2;1;ALGARDI ALESSANDRO;0;0;ALESSANDRO ALGARDI;ALESSANDRO ALGARDI;ALESSANDRO ALGARDI;;Via Alessandro Algardi;100
6428;2;1;DIOMEDE;0;0;DIOMEDE;DIOMEDE;DIOMEDE;;Via Diomede;100
6429;2;1;CREMOSANO MARCO;0;0;MARCO CREMOSANO;MARCO CREMOSANO;MARCO CREMOSANO;;Via Marco Cremosano;100
6430;2;1;ALCAMO;0;0;ALCAMO;ALCAMO;ALCAMO;;Via Alcamo;100
6431;2;1;LEVANTO;0;0;LEVANTO;LEVANTO;LEVANTO;;Via Levanto;100
6432;2;1;POGATSCHNIG GIUSEPPE;0;0;GIUSEPPE POGATSCHNIG;GIUSEPPE POGATSCHNIG;GIUSEPPE POGATSCHNIG;;Via Giuseppe Pogatschnig;100
6433;2;1;FINALE LIGURE;0;0;FINALE LIGURE;FINALE LIGURE;FINALE LIGURE;;Via Finale Ligure;100
6434;2;1;DIANO MARINA;0;0;DIANO MARINA;DIANO MARINA;DIANO MARINA;;Via Diano Marina;100
6435;2;1;LERICI;0;0;LERICI;LERICI;LERICI;;Via Lerici;100
6436;2;1;CALLIANO;0;0;CALLIANO;CALLIANO;CALLIANO;;Via Calliano;100
6437;2;1;SESTO CALENDE;0;0;SESTO CALENDE;SESTO CALENDE;SESTO CALENDE;;Via Sesto Calende;100
6438;2;1;MORETTI GAETANO;0;0;GAETANO MORETTI;GAETANO MORETTI;GAETANO MORETTI;;Via Gaetano Moretti;100
6439;2;1;GOYA FRANCESCO;0;0;FRANCESCO GOYA;FRANCESCO GOYA;FRANCESCO GOYA;;Via Francesco Goya;100
6440;2;1;TERZAGHI ENRICO;0;0;ENRICO TERZAGHI;ENRICO TERZAGHI;ENRICO TERZAGHI;;Via Enrico Terzaghi;100
6441;2;3;MARIA NASCENTE (SANTA);0;0;SANTA MARIA NASCENTE;SANTA MARIA NASCENTE;SANTA MARIA NASCENTE;;Piazza Santa Maria Nascente;100
6442;2;1;CASSINO;0;0;CASSINO;CASSINO;CASSINO;;Via Cassino;100
6443;2;1;CESENATICO;0;0;CESENATICO;CESENATICO;CESENATICO;;Via Cesenatico;100
6444;2;1;ANDORA;0;0;ANDORA;ANDORA;ANDORA;;Via Andora;100
6445;2;1;TERRAGNI GIUSEPPE;0;0;GIUSEPPE TERRAGNI;GIUSEPPE TERRAGNI;GIUSEPPE TERRAGNI;;Via Giuseppe Terragni;100
6446;2;1;VERSILIA;0;0;VERSILIA;VERSILIA;VERSILIA;;Via Versilia;100
6447;2;1;ARENZANO;0;0;ARENZANO;ARENZANO;ARENZANO;;Via Arenzano;100
6448;2;1;RUSSI;0;0;RUSSI;RUSSI;RUSSI;;Via Russi;100
6449;2;1;CASCINA MOJETTA;0;0;CASCINA MOJETTA;CASCINA MOJETTA;CASCINA MOJETTA;;Via Cascina Mojetta;100
6450;2;1;ODERZO;0;0;ODERZO;ODERZO;ODERZO;;Via Oderzo;100
6451;2;1;BASSI MARTINO;0;0;MARTINO BASSI;MARTINO BASSI;MARTINO BASSI;;Via Martino Bassi;100
6452;2;1;AGRIGENTO;0;0;AGRIGENTO;AGRIGENTO;AGRIGENTO;;Via Agrigento;100
6453;2;1;LOVERE;0;0;LOVERE;LOVERE;LOVERE;;Via Lovere;100
6454;2;1;PIETRA LIGURE;0;0;PIETRA LIGURE;PIETRA LIGURE;PIETRA LIGURE;;Via Pietra Ligure;100
6455;2;1;LAIGUEGLIA;0;0;LAIGUEGLIA;LAIGUEGLIA;LAIGUEGLIA;;Via Laigueglia;100
6456;2;1;VESIO;0;0;VESIO;VESIO;VESIO;;Via Vesio;100
6457;2;2;SALMOIRAGHI ANGELO;0;0;ANGELO SALMOIRAGHI;ANGELO SALMOIRAGHI;ANGELO SALMOIRAGHI;;Via Angelo Salmoiraghi;96
6458;2;1;SANT'ELIA ANTONIO;0;0;ANTONIO SANT'ELIA;ANTONIO SANT'ELIA;ANTONIO SANT'ELIA;;Via Antonio Sant'Elia;100
6459;2;1;COLLECCHIO;0;0;COLLECCHIO;COLLECCHIO;COLLECCHIO;;Via Collecchio;100
6460;2;1;MONTICHIARI;0;0;MONTICHIARI;MONTICHIARI;MONTICHIARI;;Via Montichiari;100
6461;2;1;ISERNIA;0;0;ISERNIA;ISERNIA;ISERNIA;;Viale Isernia;92
6462;2;1;BRENTONICO;0;0;BRENTONICO;BRENTONICO;BRENTONICO;;Via Brentonico;100
6463;2;1;PERGINE;0;0;PERGINE;PERGINE;PERGINE;;Via Pergine;100
6464;2;1;NAGO;0;0;NAGO;NAGO;NAGO;;Via Nago;100
6465;2;1;BREGUZZO;0;0;BREGUZZO;BREGUZZO;BREGUZZO;;Via Breguzzo;100
6466;2;1;CIMABUE GIOVANNI;0;0;GIOVANNI CIMABUE;GIOVANNI CIMABUE;GIOVANNI CIMABUE;;Via Giovanni Cimabue;100
6467;2;2;ELIA ENRICO;0;0;ENRICO ELIA;ENRICO ELIA;ENRICO ELIA;;Viale Enrico Elia;100
6468;2;3;STUPARICH CARLO;0;0;CARLO STUPARICH;CARLO STUPARICH;CARLO STUPARICH;;Piazza Carlo Stuparich;100
6469;2;2;PAPA ACHILLE;0;0;ACHILLE PAPA;ACHILLE PAPA;ACHILLE PAPA;;Viale Achille Papa;100
6470;2;1;BERTINORO;0;0;BERTINORO;BERTINORO;BERTINORO;;Via Bertinoro;100
6471;2;1;TESIO FEDERICO;0;0;FEDERICO TESIO;FEDERICO TESIO;FEDERICO TESIO;;Via Federico Tesio;100
6472;2;1;PASTONCHI FRANCESCO;0;0;FRANCESCO PASTONCHI;FRANCESCO PASTONCHI;FRANCESCO PASTONCHI;;Via Francesco Pastonchi;100
6473;2;1;NIKOLAJEVKA;0;0;NIKOLAJEVKA;NIKOLAJEVKA;NIKOLAJEVKA;;Via Nikolajevka;100
6474;3;1;CITTA' DEL MESSICO;19700101;2008;CITTA' DEL MESSICO; ; ;;;100
6475;2;1;ALBINO;0;0;ALBINO;ALBINO;ALBINO;;Via Albino;100
6476;2;1;AQUILINO (SANT');0;0;SANT'AQUILINO;SANT'AQUILINO;SANT'AQUILINO;;Via Sant'Aquilino;100
6477;2;1;PASSO DI BRIZIO;0;0;PASSO DI BRIZIO;PASSO DI BRIZIO;PASSO DI BRIZIO;;Via Passo di Brizio;100
