CODICE_VIA;STATO;TIPO;DENOMINAZIONE;DATA_INTITOLAZIONE;ANNO_SOPPRESSIONE;DESCRITTIVO;ANNCSU;OPENSTREETMAP;PROGANNCSU;TOPONIMO_OSM;RATIO
1;2;3;DUOMO (DEL);17000101;0;DEL DUOMO;DEL DUOMO;DEL DUOMO;;Piazza del Duomo;100
10;2;17;VITTORIO EMANUELE;0;0;VITTORIO EMANUELE II;VITTORIO EMANUELE SECONDO;VITTORIO EMANUELE SECONDO;;Galleria Vittorio Emanuele II;100
50;3;5;MARGHERITA (SANTA);19700101;2001;SANTA MARGHERITA;;;;;100
51;3;1;ANGIOLI (DEGLI);19780101;1978;DEGLI ANGIOLI;;;;;100
52;3;4;STADIO (DELLO);20000101;2007;DELLO STADIO;;;;;100
96;2;1;CALDERON DE LA BARCA PIETRO;0;0;PIETRO CALDERON DE LA BARCA;PIETRO CALDERON DE LA BARCA;PIETRO CALDERON DE LA BARCA;;Via Privata Pietro Calderon de la Barca;95
97;2;4;TOSCANINI ARTURO;0;0;ARTURO TOSCANINI;ARTURO TOSCANINI;ARTURO TOSCANINI;;Largo Arturo Toscanini;100
98;2;3;LIBERTY (DEL);0;0;DEL LIBERTY;DEL LIBERTY;LIBERTY;;Piazza Liberty;95
99;2;15;MALAGODI GIOVANNI;20010101;;GIOVANNI MALAGODI;GIOVANNI MALAGODI;GIOVANNI MALAGODI;;Passaggio Giovanni Malagodi;100
100;2;17;DE CRISTOFORIS;0;0;DE CRISTOFORIS;DE CRISTOFORIS;DE CRISTOFORIS;;Galleria De Cristoforis;100
101;2;5;CIOVASSO;0;0;CIOVASSO;DI VIA CIOVASSO;CIOVASSO;;Vicolo Ciovasso;100
102;2;15;DUOMO;0;0;DUOMO;DUOMO;DUOMO;;Passaggio Duomo;100
103;2;1;PELLICO SILVIO;0;0;SILVIO PELLICO;SILVIO PELLICO;SILVIO PELLICO;;Via Silvio Pellico;100
104;2;1;CATTANEO CARLO;0;0;CARLO CATTANEO;CARLO CATTANEO;CARLO CATTANEO;;Via Carlo Cattaneo;100
105;2;1;GROSSI TOMMASO;0;0;TOMMASO GROSSI;TOMMASO GROSSI;TOMMASO GROSSI;;Via Tommaso Grossi;100
106;2;1;MENGONI GIUSEPPE;0;0;GIUSEPPE MENGONI;GIUSEPPE MENGONI;GIUSEPPE MENGONI;;Via Giuseppe Mengoni;100
107;2;1;FARINE;0;0;FARINE;FARINE;FARINE;;Via Farine;100
108;2;1;MARGHERITA (SANTA);0;0;SANTA MARGHERITA;SANTA MARGHERITA;SANTA MARGHERITA;;Via Santa Margherita;100
109;2;1;PROTASO (SAN);0;0;SAN PROTASO;SAN PROTASO;SAN PROTASO;;Via San Protaso;100
110;2;1;PORRONE BASSANO;0;0;BASSANO PORRONE;BASSANO PORRONE;BASSANO PORRONE;;Via Bassano Porrone;100
111;2;1;DALMAZIO (SAN);0;0;SAN DALMAZIO;SAN DALMAZIO;SAN DALMAZIO;;Via San Dalmazio;100
112;2;3;FERRARI PAOLO;0;0;PAOLO FERRARI;PAOLO FERRARI;PAOLO FERRARI;;Piazza Paolo Ferrari;100
113;2;1;FILODRAMMATICI;0;0;FILODRAMMATICI;FILODRAMMATICI;FILODRAMMATICI;;Via Filodrammatici;100
114;2;1;CLERICI;0;0;CLERICI;CLERICI;CLERICI;;Via Clerici;100
115;2;1;BOSSI (DEI);0;0;DEI BOSSI;DEI BOSSI;DEI BOSSI;;Via dei Bossi;100
116;2;21;BOSSI MAURILIO;0;0;MAURILIO BOSSI;MAURILIO BOSSI;MAURILIO BOSSI;;Piazzetta Maurilio Bossi;100
117;2;1;BOITO ARRIGO;0;0;ARRIGO BOITO;ARRIGO BOITO;ARRIGO BOITO;;Via Arrigo Boito;100
118;2;1;VERDI GIUSEPPE;0;0;GIUSEPPE VERDI;GIUSEPPE VERDI;GIUSEPPE VERDI;;Via Giuseppe Verdi;100
119;2;1;ROMAGNOSI GIAN DOMENICO;0;0;ROMAGNOSI;ROMAGNOSI;GIANDOMENICO ROMAGNOSI;;Via Giandomenico Romagnosi;85
120;2;1;ANDEGARI;0;0;ANDEGARI;ANDEGARI;ANDEGARI;;Via Andegari;100
121;2;1;MONTE DI PIETA';0;0;MONTE DI PIETA';MONTE DI PIETA';MONTE DI PIETA';;Via Monte di Pietà;97
122;2;1;BRERA;0;0;BRERA;BRERA;BRERA;;Via Brera;100
123;2;1;ORSO (DELL');0;0;DELL'ORSO;DELL'ORSO;DELL'ORSO;;Via dell'Orso;100
124;2;1;LAURO (DEL);0;0;DEL LAURO;DEL LAURO;DEL LAURO;;Via del Lauro;100
125;2;1;CIOVASSINO;0;0;CIOVASSINO;CIOVASSINO;CIOVASSINO;;Via Ciovassino;100
126;2;1;MELONE;0;0;MELONE;MELONE;MELONE;;Via Melone;100
127;2;1;CIOVASSO;0;0;CIOVASSO;CIOVASSO;CIOVASSO;;Via Ciovasso;100
128;2;1;GALLO (DEL);0;0;DEL GALLO;DEL GALLO;DEL GALLO;;Via del Gallo;100
129;2;3;CARMINE (DEL);0;0;DEL CARMINE;DEL CARMINE;DEL CARMINE;;Piazza del Carmine;100
130;2;1;CARMINE (DEL);0;0;DEL CARMINE;DEL CARMINE;DEL CARMINE;;Via del Carmine;100
131;2;21;BRERA (DI);0;0;DI BRERA;DI BRERA;DI BRERA;;Piazzetta di Brera;100
132;2;1;CARPOFORO (SAN);0;0;SAN CARPOFORO;SAN CARPOFORO;SAN CARPOFORO;;Via San Carpoforo;100
133;2;1;FORMENTINI MARCO;0;0;MARCO FORMENTINI;MARCO FORMENTINI;MARCO FORMENTINI;;Via Marco Formentini;100
134;2;1;MADONNINA;0;0;MADONNINA;MADONNINA;MADONNINA;;Via Madonnina;100
135;2;1;FIORI CHIARI;0;0;FIORI CHIARI;FIORI CHIARI;FIORI CHIARI;;Via Fiori Chiari;100
136;2;1;FIORI OSCURI;0;0;FIORI OSCURI;FIORI OSCURI;FIORI OSCURI;;Via Fiori Oscuri;100
137;2;4;BELOTTI BORTOLO;0;0;BORTOLO BELOTTI;BORTOLO BELOTTI;BORTOLO BELOTTI;;Largo Bortolo Belotti;100
138;2;5;FIORI;0;0;FIORI;DI VIA FIORI CHIARI;FIORI;;Vicolo Fiori;100
139;2;1;BORGONUOVO;0;0;BORGONUOVO;BORGONUOVO;BORGONUOVO;;Via Borgonuovo;100
140;2;1;ANNUNCIATA (DELL');0;0;DELL'ANNUNCIATA;DELL'ANNUNCIATA;DELL'ANNUNCIATA;;Via dell'Annunciata;100
141;2;1;GIARDINI (DEI);0;0;DEI GIARDINI;DEI GIARDINI;DEI GIARDINI;;Via dei Giardini;100
142;2;1;PISONI GASTONE;0;0;GASTONE PISONI;GASTONE PISONI;GASTONE PISONI;;Via Gastone Pisoni;100
143;2;1;PONTACCIO;0;0;PONTACCIO;PONTACCIO;PONTACCIO;;Via Pontaccio;100
144;2;1;FATEBENEFRATELLI;0;0;FATEBENEFRATELLI;FATEBENEFRATELLI;FATEBENEFRATELLI;;Via Fatebenefratelli;100
145;2;1;CROCE ROSSA;0;0;CROCE ROSSA;CROCE ROSSA;CROCE ROSSA;;Via Croce Rossa;100
146;2;1;GABBA (F.LLI);0;0;FRATELLI GABBA;FRATELLI GABBA;FRATELLI GABBA;;Via privata Fratelli Gabba;95
147;2;3;ERASMO (SANT');0;0;SANT'ERASMO;SANT'ERASMO;SANT'ERASMO;;Piazza Sant'Erasmo;100
148;2;5;GIARDINO;0;0;GIARDINO;GIARDINO;GIARDINO;;Vicolo Giardino;100
149;2;4;DE SABATA VICTOR;19951002;;VICTOR DE SABATA;VICTOR DE SABATA;VICTOR DE SABATA;;Largo Victor de Sabata;100
150;2;21;CUCCIA ENRICO;20000919;;ENRICO CUCCIA;ENRICO CUCCIA;ENRICO CUCCIA;;Piazzetta Enrico Cuccia;100
151;2;4;GHIRINGHELLI ANTONIO;20011129;;ANTONIO GHIRINGHELLI;ANTONIO GHIRINGHELLI;ANTONIO GHIRINGHELLI;;Largo Antonio Ghiringhelli;100
152;2;21;DELL'AMORE GIORDANO;20060227;;GIORDANO DELL'AMORE;GIORDANO DELL'AMORE;GIORDANO DELL'AMORE;;Piazzetta Giordano Dell'Amore;100
190;2;1;HOEPLI ULRICO;0;0;ULRICO HOEPLI;ULRICO HOEPLI;ULRICO HOEPLI;;Via Ulrico Hoepli;100
191;2;1;RAGAZZI DEL '99;0;0;RAGAZZI DEL '99;RAGAZZI DEL 99;RAGAZZI DEL ';;Via ragazzi del '99;100
197;2;4;MATTIOLI RAFFAELE;0;0;RAFFAELE MATTIOLI;RAFFAELE MATTIOLI;RAFFAELE MATTIOLI;;Largo Raffaele Mattioli;100
198;2;24;RADEGONDA (SANTA);0;0;SANTA RADEGONDA;RADEGONDA; ;;;100
199;2;23;BAGATTI DEI VALSECCHI;0;0;DEI BAGATTI VALSECCHI;DEI BAGATTI VALSECCHI;BAGATTI DEI VALSECCHI;;Sito Bagatti dei Valsecchi;95
200;2;1;MORONE GEROLAMO;0;0;GEROLAMO MORONE;GEROLAMO MORONE;GEROLAMO MORONE;;Via Gerolamo Morone;100
201;2;3;SCALA (DELLA);0;0;DELLA SCALA;DELLA SCALA;DELLA SCALA;;Piazza della Scala;100
202;2;1;CASE ROTTE;0;0;CASE ROTTE;CASE ROTTE;CASE ROTTE;;Via Case Rotte;100
203;2;3;FEDELE (SAN);0;0;SAN FEDELE;SAN FEDELE;SAN FEDELE;;Piazza San Fedele;100
204;2;1;MARINO TOMMASO;0;0;TOMMASO MARINO;TOMMASO MARINO;TOMMASO MARINO;;Via Tommaso Marino;100
205;2;1;FOSCOLO UGO;0;0;UGO FOSCOLO;UGO FOSCOLO;UGO FOSCOLO;;Via Ugo Foscolo;100
206;2;1;BERCHET GIOVANNI;0;0;GIOVANNI BERCHET;GIOVANNI BERCHET;GIOVANNI BERCHET;;Via Giovanni Berchet;100
207;2;1;RAFFAELE (SAN);0;0;SAN RAFFAELE;SAN RAFFAELE;SAN RAFFAELE;;Via San Raffaele;100
208;2;1;RADEGONDA (SANTA);0;0;SANTA RADEGONDA;SANTA RADEGONDA;SANTA RADEGONDA;;Via Santa Radegonda;100
209;2;1;AGNELLO;0;0;AGNELLO;AGNELLO;AGNELLO;;Via Agnello;100
210;2;1;CATENA ADALBERTO;0;0;ADALBERTO CATENA;ADALBERTO CATENA;ADALBERTO CATENA;;Via Adalberto Catena;100
211;2;3;MEDA FILIPPO;0;0;MEDA FILIPPO;FILIPPO MEDA;FILIPPO MEDA;;Piazza Filippo Meda;95
212;2;1;PAOLO (SAN);0;0;SAN PAOLO;SAN PAOLO;SAN PAOLO;;Via San Paolo;100
213;2;1;PIETRO ALL'ORTO (SAN);0;0;SAN PIETRO ALL'ORTO;SAN PIETRO ALL'ORTO;SAN PIETRO ALL'ORTO;;Via San Pietro all'Orto;100
214;2;11;VITTORIO EMANUELE II;0;0;VITTORIO EMANUELE II;VITTORIO EMANUELE SECONDO;VITTORIO EMANUELE SECONDO;;Corso Vittorio Emanuele II;100
215;2;3;CARLO (SAN);0;0;SAN CARLO;SAN CARLO;SAN CARLO;;Piazza San Carlo;100
216;2;3;BABILA (SAN);0;0;SAN BABILA;SAN BABILA;SAN BABILA;;Piazza San Babila;100
217;2;17;SALA DEI LONGOBARDI;20041231;;SALA DEI LONGOBARDI;SALA DEI LONGOBARDI;SALA DEI LONGOBARDI;;Galleria Sala dei Longobardi;100
218;2;11;MATTEOTTI GIACOMO;0;0;GIACOMO MATTEOTTI;GIACOMO MATTEOTTI;GIACOMO MATTEOTTI;;Corso Giacomo Matteotti;100
219;2;1;MONTE NAPOLEONE;0;0;MONTE NAPOLEONE;MONTE NAPOLEONE;MONTE NAPOLEONE;;Via Monte Napoleone;100
220;2;1;BAGUTTINO;0;0;BAGUTTINO;BAGUTTINO;BAGUTTINO;;Via Baguttino;100
221;2;1;BAGUTTA;0;0;BAGUTTA;BAGUTTA;BAGUTTA;;Via Bagutta;100
222;2;1;ANDREA (SANT');0;0;SANT'ANDREA;SANT'ANDREA;SANT'ANDREA;;Via Sant'Andrea;100
223;2;1;VERRI PIETRO;0;0;PIETRO VERRI;PIETRO VERRI;PIETRO VERRI;;Via Pietro Verri;100
224;2;1;BIGLI;0;0;BIGLI;BIGLI;BIGLI;;Via Bigli;100
226;2;1;SPIGA (DELLA);0;0;DELLA SPIGA;DELLA SPIGA;DELLA SPIGA;;Via della Spiga;100
227;2;1;GESU';0;0;GESU';GESU';GESU';;Via Gesù;93
228;2;1;SANTO SPIRITO;0;0;SANTO SPIRITO;SANTO SPIRITO;SANTO SPIRITO;;Via Santo Spirito;100
229;2;1;BORGOSPESSO;0;0;BORGOSPESSO;BORGOSPESSO;BORGOSPESSO;;Via Borgospesso;100
230;2;1;MANZONI ALESSANDRO;0;0;ALESSANDRO MANZONI;ALESSANDRO MANZONI;ALESSANDRO MANZONI;;Via Alessandro Manzoni;100
231;2;1;ROSSARI LUIGI;0;0;LUIGI ROSSARI;LUIGI ROSSARI;LUIGI ROSSARI;;Via Luigi Rossari;100
232;2;3;BELGIOIOSO;0;0;BELGIOIOSO;BELGIOIOSO;BELGIOIOSO;;Piazza Belgioioso;100
233;2;1;OMENONI (DEGLI);0;0;DEGLI OMENONI;DEGLI OMENONI;DEGLI OMENONI;;Via degli Omenoni;100
234;2;4;CORSIA DEI SERVI;0;0;CORSIA DEI SERVI;CORSIA DEI SERVI;CORSIA DEI SERVI;;Largo Corsia dei Servi;100
235;2;18;MONTANELLI INDRO;20110606;0;INDRO MONTANELLI;INDRO MONTANELLI;INDRO MONTANELLI;;;100
236;2;1;SENATO;0;0;SENATO;SENATO;SENATO;;Via Senato;100
237;2;3;CAVOUR;0;0;CAVOUR;CAVOUR;CAVOUR;;Piazza Cavour;100
238;2;11;VENEZIA;0;0;VENEZIA;VENEZIA;VENEZIA;;Corso Venezia;100
239;2;17;FONTANA CIRO;20010207;0;CIRO FONTANA;CIRO FONTANA;CIRO FONTANA;;Galleria Ciro Fontana;100
240;2;4;MONTAGNA LINO;20010418;0;LINO MONTAGNA;LINO MONTAGNA;LINO MONTAGNA;;Largo Lino Montagna;100
296;2;17;PATTARI;0;0;PATTARI;PATTARI;GALLERIA_PRIVATA PATTARI;;Galleria privata Pattari;85
297;2;17;STRASBURGO;0;0;STRASBURGO;STRASBURGO;GALLERIA_PRIVATA STRASBURGO;;;85
298;2;1;PASSARELLA;0;0;PASSARELLA;PASSARELLA;PASSARELLA;;Via privata Passarella;85
299;2;21;PATTARI;19700228;0;PATTARI;PATTARI;PATTARI;;Piazzetta Pattari;100
300;2;11;EUROPA;0;0;EUROPA;EUROPA;EUROPA;;Corso Europa;100
301;2;1;BORGOGNA;0;0;BORGOGNA;BORGOGNA;BORGOGNA;;Via Borgogna;100
302;2;17;CARLO (SAN);0;0;SAN CARLO;SAN CARLO;SAN CARLO;;Galleria San Carlo;100
303;2;17;PASSARELLA;0;0;PASSARELLA;PASSARELLA;PASSARELLA;;Galleria Passarella;100
304;2;1;PATTARI;0;0;PATTARI;PATTARI;PATTARI;;Via Pattari;100
305;2;17;CORSO (DEL);0;0;DEL CORSO;DEL CORSO;DEL CORSO;;Galleria del Corso;100
306;2;3;BECCARIA CESARE;0;0;CESARE BECCARIA;CESARE BECCARIA;CESARE BECCARIA;;Piazza Cesare Beccaria;100
307;2;1;BECCARIA CESARE;0;0;CESARE BECCARIA;CESARE BECCARIA;CESARE BECCARIA;;Via Cesare Beccaria;100
308;2;3;FONTANA;0;0;FONTANA;FONTANA;FONTANA;;Piazza Fontana;100
309;3;1;ARCIVESCOVADO (DELL');19700101;2016;DELL'ARCIVESCOVADO;DELL'ARCIVESCOVADO; ;;Via Carlo Maria Martini;44
311;2;4;SCHUSTER ILDEFONSO;0;0;ILDEFONSO SCHUSTER;ILDEFONSO SCHUSTER;ILDEFONSO SCHUSTER;;Largo Ildefonso Schuster;100
312;2;1;CAVALLOTTI FELICE;0;0;FELICE CAVALLOTTI;FELICE CAVALLOTTI;FELICE CAVALLOTTI;;Via Felice Cavallotti;100
313;2;1;DURINI;0;0;DURINI;DURINI;DURINI;;Via Durini;100
314;2;1;CERVA;0;0;CERVA;CERVA;CERVA;;Via Cerva;100
315;2;4;AUGUSTO;0;0;AUGUSTO;AUGUSTO IMPERATORE;AUGUSTO;;Largo Augusto;100
316;2;1;VERZIERE;0;0;VERZIERE;VERZIERE;VERZIERE;;Via Verziere;100
317;2;1;BROLO;0;0;BROLO;BROLO;BROLO;;Via Brolo;100
318;2;1;LARGA;0;0;LARGA;LARGA;LARGA;;Via Larga;100
319;2;1;CLEMENTE (SAN);0;0;SAN CLEMENTE;SAN CLEMENTE;SAN CLEMENTE;;Via San Clemente;100
320;2;1;ORE (DELLE);0;0;DELLE ORE;DELLE ORE;DELLE ORE;;Via delle Ore;100
321;2;1;TECLA (SANTA);0;0;SANTA TECLA;SANTA TECLA;SANTA TECLA;;Via Santa Tecla;100
322;2;1;PALAZZO REALE;0;0;PALAZZO REALE;PALAZZO REALE;PALAZZO REALE;;Via Palazzo Reale;100
323;2;1;PECORARI FRANCESCO;0;0;FRANCESCO PECORARI;FRANCESCO PECORARI;FRANCESCO PECORARI;;Via Francesco Pecorari;100
324;2;1;RASTRELLI;0;0;RASTRELLI;RASTRELLI;RASTRELLI;;Via Rastrelli;100
325;2;1;BERGAMINI;0;0;BERGAMINI;BERGAMINI;BERGAMINI;;Via Bergamini;100
326;2;1;LAGHETTO;0;0;LAGHETTO;LAGHETTO;LAGHETTO;;Via Laghetto;100
327;2;1;FESTA DEL PERDONO;0;0;FESTA DEL PERDONO;FESTA DEL PERDONO;FESTA DEL PERDONO;;Via Festa del Perdono;100
328;2;1;BERNARDINO (SAN);0;0;SAN BERNARDINO;SAN BERNARDINO;SAN BERNARDINO;;Via San Bernardino;100
329;2;1;MERLO CARLO GIUSEPPE;0;0;CARLO GIUSEPPE MERLO;CARLO GIUSEPPE MERLO;CARLO GIUSEPPE MERLO;;Via Carlo Giuseppe Merlo;100
330;2;1;SFORZA FRANCESCO;0;0;FRANCESCO SFORZA;FRANCESCO SFORZA;FRANCESCO SFORZA;;Via Francesco Sforza;100
331;2;4;RICHINI FRANCESCO;0;0;FRANCESCO RICHINI;FRANCESCO RICHINI;FRANCESCO RICHINI;;Largo Francesco Richini;100
332;2;1;ANTONIO (SANT');0;0;SANT'ANTONIO;SANT'ANTONIO;SANT'ANTONIO;;Via Sant'Antonio;100
333;2;1;CHIARAVALLE;0;0;CHIARAVALLE;CHIARAVALLE;CHIARAVALLE;;Via Chiaravalle;100
334;2;1;PANTANO;0;0;PANTANO;PANTANO;PANTANO;;Via Pantano;100
335;2;3;VELASCA;0;0;VELASCA;VELASCA;VELASCA;;Piazza Velasca;100
336;2;1;OSTI;0;0;OSTI;OSTI;OSTI;;Via Osti;100
337;2;1;ALBRICCI ALBERICO;0;0;ALBERICO ALBRICCI;ALBERICO ALBRICCI;ALBERICO ALBRICCI;;Via Alberico Albricci;100
338;2;1;PAOLO DA CANNOBIO;0;0;PAOLO DA CANNOBIO;PAOLO DA CANNOBIO;PAOLO DA CANNOBIO;;Via Paolo da Cannobio;100
339;2;3;DIAZ ARMANDO;0;0;ARMANDO DIAZ;ARMANDO DIAZ;ARMANDO DIAZ;;Piazza Armando Diaz;100
340;2;1;MARCONI GUGLIELMO;0;0;GUGLIELMO MARCONI;GUGLIELMO MARCONI;GUGLIELMO MARCONI;;Via Guglielmo Marconi;100
341;2;1;DOGANA;0;0;DOGANA;DOGANA;DOGANA;;Via Dogana;100
342;2;1;CAPPELLARI;0;0;CAPPELLARI;CAPPELLARI;CAPPELLARI;;Via Cappellari;100
343;2;1;GIARDINO GAETANO;0;0;GAETANO GIARDINO;GAETANO GIARDINO;GAETANO GIARDINO;;Via Gaetano Giardino;100
344;2;1;GONZAGA MAURIZIO;0;0;MAURIZIO GONZAGA;MAURIZIO GONZAGA;MAURIZIO GONZAGA;;Via Maurizio Gonzaga;100
345;2;21;GIORDANO UMBERTO;0;0;UMBERTO GIORDANO;UMBERTO GIORDANO;UMBERTO GIORDANO;;Piazzetta Umberto Giordano;100
346;2;1;SIGNORA (DELLA);0;0;DELLA SIGNORA;DELLA SIGNORA;DELLA SIGNORA;;Via della Signora;100
347;2;1;RONCHETTI ANSELMO;0;0;ANSELMO RONCHETTI;ANSELMO RONCHETTI;ANSELMO RONCHETTI;;Via Anselmo Ronchetti;100
348;2;11;MONFORTE;0;0;MONFORTE;MONFORTE;MONFORTE;;Corso Monforte;100
349;2;1;CECILIA (SANTA);0;0;SANTA CECILIA;SANTA CECILIA;SANTA CECILIA;;Via Santa Cecilia;100
350;2;5;RASINI;0;0;RASINI;RASINI;RASINI;;Vicolo Rasini;100
351;2;1;DAMIANO (SAN);0;0;SAN DAMIANO;SAN DAMIANO;SAN DAMIANO;;Via San Damiano;100
352;2;1;MARZIALE;0;0;MARZIALE;MARZIALE;MARZIALE;;Via Marziale;100
353;2;3;NAZARO IN BROLO (SAN);0;0;SAN NAZARO IN BROLO;SAN NAZARO IN BROLO;SAN NAZARO IN BROLO;;Piazza San Nazaro in Brolo;100
354;2;3;STEFANO (SANTO);0;0;SANTO STEFANO;SANTO STEFANO;SANTO STEFANO;;Piazza Santo Stefano;100
355;2;5;CATERINA (SANTA);0;0;SANTA CATERINA;SANTA CATERINA;SANTA CATERINA;;Vicolo Santa Caterina;100
356;2;1;BARACCHINI FLAVIO;0;0;FLAVIO BARACCHINI;FLAVIO BARACCHINI;FLAVIO BARACCHINI;;Via Flavio Baracchini;100
357;2;1;GIOVANNI IN CONCA (SAN);0;0;SAN GIOVANNI IN CONCA;SAN GIOVANNI IN CONCA;SAN GIOVANNI IN CONCA;;Via San Giovanni in Conca;100
358;2;27;CEDERNA CAMILLA;20130617;;CAMILLA CEDERNA;CAMILLA CEDERNA;CAMILLA CEDERNA;;;100
359;2;5;LAGHETTO;0;0;LAGHETTO;DI VIA LAGHETTO;LAGHETTO;;Vicolo Laghetto;100
360;2;17;BABILA (SAN);0;0;SAN BABILA;SAN BABILA;SAN BABILA;;;100
361;2;1;VISCONTI DI MODRONE UBERTO;0;0;UMBERTO VISCONTI DI MODRONE;UMBERTO VISCONTI DI MODRONE;UBERTO VISCONTI DI MODRONE;;Via Uberto Visconti di Modrone;98
362;2;1;DEL DUCA CINO;0;0;CINO DEL DUCA;CINO DEL DUCA;CINO DEL DUCA;;Via Cino Del Duca;100
363;2;4;TORTORA ENZO;19980515;;ENZO TORTORA;ENZO TORTORA;ENZO TORTORA;;Largo Enzo Tortora;100
364;2;1;MARTINI CARLO MARIA;20160221;;CARLO MARIA MARTINI;CARLO MARIA MARTINI;CARLO MARIA MARTINI;;;100
399;2;1;LUDOVICO DA VIADANA;0;0;LUDOVICO DA VIADANA;LUDOVICO DA VIADANA;LUDOVICO DA VIADANA;;Via Ludovico Da Viadana;100
401;2;1;MADDALENA;0;0;MADDALENA;MADDALENA;MADDALENA;;Via Maddalena;100
402;2;11;PORTA ROMANA (DI);0;0;DI PORTA ROMANA;DI PORTA ROMANA;DI PORTA ROMANA;;Corso di Porta Romana;100
403;2;1;RUGABELLA;0;0;RUGABELLA;RUGABELLA;RUGABELLA;;Via Rugabella;100
404;2;1;SENATORE (SAN);0;0;SAN SENATORE;SAN SENATORE;SAN SENATORE;;Via San Senatore;100
405;2;1;EUFEMIA (SANT');0;0;SANT'EUFEMIA;SANT'EUFEMIA;SANT'EUFEMIA;;Via Sant'Eufemia;100
406;2;3;EUFEMIA (SANT');0;0;SANT'EUFEMIA;SANT'EUFEMIA;SANT'EUFEMIA;;Piazza Sant'Eufemia;100
408;2;1;SOFIA (SANTA);0;0;SANTA SOFIA;SANTA SOFIA;SANTA SOFIA;;Via Santa Sofia;100
409;2;3;ERCULEA;0;0;ERCULEA;ERCULEA;ERCULEA;;Piazza Erculea;100
410;2;1;LENTASIO;0;0;LENTASIO;LENTASIO;LENTASIO;;Via Lentasio;100
508;2;4;BORGES JORGE LUIS;19871223;;JORGES LUIS BORGES;JORGES LUIS BORGES;JORGE LUIS BORGES;;Largo Jorge Luis Borges;98
509;2;17;TORINO;0;0;TORINO;TORINO;TORINO;;;98
510;2;17;UNIONE (DELL');0;0;UNIONE;DELL'UNIONE;UNIONE;;Galleria Unione;100
511;2;20;BASILICHE (DELLE);0;0;DELLE BASILICHE;DELLE BASILICHE;DELLE BASILICHE;;;100
512;2;15;CENTRALE;0;0;CENTRALE;CENTRALE;CENTRALE;;Passaggio Centrale;100
513;2;1;SISTO (SAN);0;0;SAN SISTO;SAN SISTO;SAN SISTO;;Via San Sisto;100
514;2;3;MARIA BELTRADE (SANTA);0;0;SANTA MARIA BELTRADE;SANTA MARIA BELTRADE;SANTA MARIA BELTRADE;;Piazza Santa Maria Beltrade;100
515;2;3;VETRA;0;0;VETRA;VETRA;VETRA;;Piazza Vetra;100
516;2;1;MAZZINI GIUSEPPE;0;0;GIUSEPPE MAZZINI;GIUSEPPE MAZZINI;GIUSEPPE MAZZINI;;Via Giuseppe Mazzini;100
517;2;1;SPERONARI;0;0;SPERONARI;SPERONARI;SPERONARI;;Via Speronari;100
518;2;1;SPADARI;0;0;SPADARI;SPADARI;SPADARI;;Via Spadari;100
519;2;1;ARMORARI;0;0;ARMORARI;ARMORARI;ARMORARI;;Via Armorari;100
520;2;1;FALCONE;0;0;FALCONE;GIOVANNI FALCONE;FALCONE;;Via Falcone;100
521;2;1;UNIONE (DELL');0;0;DELL'UNIONE;DELL'UNIONE;DELL'UNIONE;;Via dell'Unione;100
522;2;1;ARCIMBOLDI (DEGLI);0;0;DEGLI ARCIMBOLDI;DEGLI ARCIMBOLDI;DEGLI ARCIMBOLDI;;Via degli Arcimboldi;100
523;2;1;LUPETTA;0;0;LUPETTA;LUPETTA;LUPETTA;;Via Lupetta;100
524;2;1;ZEBEDIA;0;0;ZEBEDIA;ZEBEDIA;ZEBEDIA;;Via Zebedia;100
525;2;3;MISSORI GIUSEPPE;0;0;GIUSEPPE MISSORI;GIUSEPPE MISSORI;GIUSEPPE MISSORI;;Piazza Giuseppe Missori;100
526;2;11;ITALIA;0;0;ITALIA;ITALIA;ITALIA;;Corso Italia;100
527;2;1;MAURI ACHILLE;0;0;ACHILLE MAURI;ACHILLE MAURI;ACHILLE MAURI;;Via Achille Mauri;100
528;2;1;FIENO;0;0;FIENO;FIENO;FIENO;;Via Fieno;100
529;2;1;AMEDEI;0;0;AMEDEI;AMEDEI;AMEDEI;;Via Amedei;100
530;2;3;ALESSANDRO (SANT');0;0;SANT'ALESSANDRO;SANT'ALESSANDRO;SANT'ALESSANDRO;;Piazza Sant'Alessandro;100
531;2;5;PUSTERLA;0;0;PUSTERLA;PUSTERLA;PUSTERLA;;Vicolo Pusterla;100
532;2;1;PIATTI (DEI);0;0;DEI PIATTI;DEI PIATTI;DEI PIATTI;;Via dei Piatti;100
533;2;1;PIO V (SAN);0;0;SAN PIO V;SAN PIO QUINTO;SAN PIO V;;Via San Pio V;100
534;2;5;MARIA VALLE (SANTA);0;0;SANTA MARIA VALLE;DI VIA SANTA MARIA VALLE;SANTA MARIA VALLE;;Vicolo Santa Maria Valle;100
535;2;1;MARIA VALLE (SANTA);0;0;SANTA MARIA VALLE;SANTA MARIA VALLE;SANTA MARIA VALLE;;Via Santa Maria Valle;100
536;2;1;PIOPPETTE;0;0;PIOPPETTE;PIOPPETTE;PIOPPETTE;;Via Pioppette;100
537;2;1;SONCINO;0;0;SONCINO;SONCINO;SONCINO;;Via Soncino;100
538;2;1;STAMPA;0;0;STAMPA;STAMPA;STAMPA;;Via Stampa;100
539;2;1;VITO (SAN);0;0;SAN VITO;SAN VITO;SAN VITO;;Via San Vito;100
